secondarykey,Index Value
8.3,11553164
8.3,5744805
8.3,3895885
8.3,11555583
8.3,12406021
8.3,3897111
8.3,5765497
8.3,1949404
8.3,5762719
8.3,1949893
8.3,3094770
8.3,5827407
8.3,5760020
8.3,5758143
8.3,1950753
8.3,5754123
8.3,5753494
8.3,5753136
8.3,1952950
8.3,1953098
8.3,1953505
8.3,11553724
8.3,3901257
8.3,5828131
8.3,5828503
8.3,11988935
8.3,5888308
8.3,10455332
8.3,3806779
8.3,3809229
8.3,3811776
8.3,10455943
8.3,5885336
8.3,3104812
8.3,5884821
8.3,5884614
8.3,3812849
8.3,5884235
8.3,12437312
8.3,3104625
8.3,5883351
8.3,11598869
8.3,5880190
8.3,12433856
8.3,1898533
8.3,5888530
8.3,5889164
8.3,5890249
8.3,1890081
8.3,5901276
8.3,5901080
8.3,11984995
8.3,10450736
8.3,11619100
8.3,5899005
8.3,11618132
8.3,5898348
8.3,11617364
8.3,5876774
8.3,3793949
8.3,5895524
8.3,12444213
8.3,3799783
8.3,10452842
8.3,12443700
8.3,3800499
8.3,5892965
8.3,11607713
8.3,11607285
8.3,10451514
8.3,5708311
8.3,5875555
8.3,3821659
8.3,3101443
8.3,5848412
8.3,11586767
8.3,5845710
8.3,1914883
8.3,1915199
8.3,3853395
8.3,3100598
8.3,3856418
8.3,10466071
8.3,10466312
8.3,1918490
8.3,1920286
8.3,5836791
8.3,1922404
8.3,1922974
8.3,11582496
8.3,5831228
8.3,5830076
8.3,1908922
8.3,5855437
8.3,1908557
8.3,1907297
8.3,1900076
8.3,5874691
8.3,11596191
8.3,11595971
8.3,5873123
8.3,5872736
8.3,10460547
8.3,3102951
8.3,5871285
8.3,3820344
8.3,12429440
8.3,1902584
8.3,1902910
8.3,3832721
8.3,10461927
8.3,1904103
8.3,5860986
8.3,3843015
8.3,11589268
8.3,3845500
8.3,12428809
8.3,11456233
8.3,11541408
8.3,3088092
8.3,10499587
8.3,10499753
8.3,11488318
8.3,11487656
8.3,10500139
8.3,5599115
8.3,2026070
8.3,10501346
8.3,10501679
8.3,5597801
8.3,10501883
8.3,3072165
8.3,10502441
8.3,12369216
8.3,10502794
8.3,11485516
8.3,10503235
8.3,5595146
8.3,5595014
8.3,5601556
8.3,5593858
8.3,11489197
8.3,3072565
8.3,12372488
8.3,2002569
8.3,3074340
8.3,5620553
8.3,11494672
8.3,3998294
8.3,5614611
8.3,2013300
8.3,5612902
8.3,5612352
8.3,11491225
8.3,5611581
8.3,5610043
8.3,5608040
8.3,10496562
8.3,2016624
8.3,2019086
8.3,10498627
8.3,10498889
8.3,10499399
8.3,2030624
8.3,10504669
8.3,126334
8.3,2036626
8.3,2036900
8.3,4017179
8.3,10512923
8.3,5581143
8.3,4020245
8.3,11461946
8.3,5578078
8.3,3067789
8.3,10517335
8.3,2039155
8.3,10517981
8.3,5574299
8.3,5574140
8.3,11459518
8.3,3067394
8.3,4024584
8.3,11458373
8.3,11457029
8.3,10512449
8.3,5583450
8.3,11466817
8.3,11469726
8.3,5592250
8.3,5591427
8.3,5590853
8.3,11478328
8.3,10505608
8.3,3070477
8.3,10506196
8.3,5588785
8.3,11476251
8.3,11500427
8.3,10506686
8.3,10507080
8.3,10507660
8.3,4010454
8.3,11475271
8.3,11472485
8.3,10508924
8.3,11471153
8.3,11470997
8.3,5584592
8.3,11475983
8.3,5622403
8.3,1998313
8.3,11500672
8.3,1989408
8.3,11527545
8.3,3960989
8.3,10480389
8.3,5671646
8.3,5671409
8.3,3965094
8.3,5670442
8.3,12374512
8.3,11525946
8.3,5667085
8.3,5666608
8.3,10482955
8.3,11525095
8.3,11524921
8.3,10483128
8.3,3973012
8.3,10483882
8.3,10484262
8.3,1989182
8.3,5673617
8.3,5674024
8.3,11528807
8.3,5700268
8.3,3087632
8.3,1981936
8.3,1982336
8.3,3936963
8.3,11540673
8.3,5691602
8.3,1983461
8.3,1983881
8.3,5664058
8.3,5688629
8.3,11535678
8.3,5677800
8.3,11534563
8.3,3948899
8.3,5676942
8.3,5675967
8.3,3952842
8.3,11529102
8.3,10478657
8.3,11991785
8.3,1979876
8.3,5663899
8.3,1991995
8.3,1994378
8.3,10490910
8.3,1994966
8.3,5639835
8.3,10491068
8.3,10491274
8.3,5637708
8.3,11996539
8.3,3077176
8.3,1995200
8.3,5635678
8.3,3076744
8.3,3992661
8.3,3994001
8.3,10492084
8.3,5632810
8.3,5630887
8.3,11503288
8.3,10492480
8.3,10490707
8.3,10490496
8.3,5644047
8.3,5646648
8.3,10484849
8.3,3975463
8.3,5662082
8.3,10485017
8.3,3082095
8.3,10486309
8.3,5659156
8.3,3080771
8.3,3985147
8.3,3083418
8.3,10487813
8.3,5655461
8.3,5654755
8.3,1993016
8.3,3988149
8.3,10489000
8.3,5649280
8.3,5648341
8.3,5647981
8.3,11512776
8.3,1992701
8.3,3106891
8.3,5299077
8.3,5295925
8.3,2730435
8.3,4917662
8.3,2618156
8.3,2618402
8.3,4636564
8.3,4915988
8.3,2728795
8.3,2728612
8.3,2618596
8.3,4915019
8.3,4914518
8.3,4914272
8.3,10942438
8.3,11120941
8.3,4641792
8.3,4643836
8.3,4645847
8.3,10946161
8.3,4647402
8.3,4918571
8.3,11117415
8.3,10938811
8.3,2731247
8.3,10930870
8.3,2612202
8.3,11126466
8.3,2612727
8.3,4609069
8.3,2737664
8.3,2613692
8.3,12243346
8.3,2735627
8.3,2735084
8.3,4619389
8.3,4621696
8.3,4623821
8.3,11124150
8.3,2731788
8.3,4626717
8.3,10936518
8.3,4628075
8.3,4919725
8.3,4629514
8.3,10948394
8.3,10948599
8.3,4907366
8.3,2625989
8.3,10956943
8.3,10957159
8.3,10957935
8.3,4662167
8.3,4662338
8.3,10959121
8.3,2710624
8.3,4665693
8.3,4666586
8.3,10960149
8.3,4891322
8.3,10960553
8.3,10960710
8.3,4667242
8.3,2708778
8.3,4667709
8.3,10961544
8.3,2708524
8.3,11105453
8.3,11107004
8.3,4897826
8.3,2716169
8.3,4907197
8.3,10948781
8.3,4906768
8.3,2621399
8.3,10949582
8.3,4652054
8.3,4652525
8.3,4652904
8.3,4653118
8.3,2609609
8.3,12190565
8.3,4903030
8.3,2622780
8.3,4655061
8.3,2623487
8.3,4900571
8.3,12238100
8.3,4656642
8.3,10955650
8.3,10956097
8.3,2719774
8.3,4937895
8.3,11127440
8.3,2608524
8.3,10898929
8.3,2585172
8.3,4987289
8.3,10900238
8.3,4529377
8.3,2586255
8.3,2763460
8.3,10901414
8.3,4531125
8.3,10901676
8.3,10903553
8.3,4984108
8.3,4536776
8.3,2589474
8.3,4544269
8.3,12166211
8.3,4982841
8.3,4550428
8.3,2755851
8.3,10898380
8.3,4525377
8.3,4524938
8.3,4990694
8.3,10884973
8.3,10885713
8.3,11143429
8.3,2771850
8.3,2770262
8.3,2568949
8.3,11142491
8.3,4996357
8.3,4511298
8.3,10907507
8.3,11141937
8.3,2767462
8.3,10893452
8.3,11140872
8.3,4993186
8.3,12156461
8.3,12260899
8.3,2581134
8.3,4521420
8.3,12157230
8.3,2575355
8.3,11098446
8.3,4551447
8.3,10907868
8.3,2745046
8.3,4585629
8.3,2603021
8.3,4958398
8.3,4957130
8.3,4956687
8.3,4955312
8.3,2603758
8.3,2604162
8.3,2605801
8.3,2742456
8.3,4950259
8.3,4949570
8.3,11129291
8.3,4594709
8.3,12248180
8.3,2607720
8.3,2740744
8.3,4942444
8.3,4577120
8.3,2747266
8.3,4968461
8.3,4572078
8.3,4552862
8.3,10908397
8.3,11137069
8.3,2754828
8.3,4978477
8.3,2754603
8.3,10913212
8.3,2594322
8.3,11135241
8.3,2755043
8.3,4560932
8.3,2752569
8.3,10915833
8.3,11134661
8.3,2597244
8.3,4975030
8.3,10917891
8.3,4974125
8.3,2597577
8.3,12172877
8.3,4976912
8.3,5000646
8.3,12234270
8.3,11097123
8.3,4793874
8.3,2654494
8.3,4709280
8.3,11044589
8.3,11004116
8.3,2654670
8.3,11041255
8.3,11040791
8.3,4791466
8.3,4791028
8.3,4712613
8.3,4790834
8.3,4789696
8.3,4789491
8.3,11040010
8.3,4714044
8.3,12212227
8.3,11005752
8.3,4788492
8.3,11001863
8.3,11038697
8.3,4795336
8.3,12224067
8.3,11053434
8.3,4701488
8.3,10995688
8.3,4702093
8.3,11052016
8.3,2647240
8.3,4702403
8.3,4801575
8.3,10997777
8.3,4800908
8.3,4799974
8.3,4799776
8.3,2685593
8.3,4798409
8.3,11048445
8.3,2684381
8.3,4797670
8.3,4797498
8.3,2652176
8.3,11000417
8.3,4787768
8.3,11006942
8.3,4786644
8.3,11015783
8.3,11017131
8.3,11017532
8.3,11018274
8.3,4734202
8.3,4763419
8.3,4735227
8.3,4762476
8.3,2670818
8.3,4758855
8.3,11021023
8.3,4741296
8.3,4758271
8.3,11021614
8.3,4756499
8.3,2670179
8.3,11025279
8.3,4746550
8.3,4753722
8.3,11031966
8.3,4776717
8.3,4725610
8.3,4725401
8.3,11007298
8.3,4786300
8.3,11038326
8.3,11037856
8.3,11008496
8.3,4785055
8.3,4784889
8.3,11008806
8.3,2657422
8.3,10994975
8.3,2679150
8.3,2657899
8.3,2676373
8.3,2658930
8.3,4722815
8.3,4723136
8.3,4723296
8.3,11013123
8.3,2661230
8.3,11014672
8.3,4719829
8.3,6480621
8.3,10994364
8.3,4810613
8.3,4679642
8.3,10972187
8.3,4866755
8.3,2700719
8.3,10972995
8.3,4863575
8.3,4861457
8.3,4681531
8.3,2698040
8.3,2697847
8.3,10975150
8.3,2697015
8.3,11076230
8.3,11075114
8.3,4685530
8.3,11074758
8.3,4856080
8.3,2695662
8.3,4854657
8.3,2701383
8.3,4679030
8.3,11083071
8.3,4677672
8.3,10964330
8.3,4886992
8.3,2629034
8.3,2708108
8.3,10964780
8.3,2707448
8.3,4670442
8.3,11094461
8.3,4671587
8.3,10976956
8.3,2705798
8.3,2705338
8.3,4875578
8.3,11090177
8.3,10969714
8.3,2704204
8.3,4676303
8.3,11084842
8.3,10970444
8.3,2631776
8.3,11091661
8.3,10962937
8.3,2695390
8.3,4851876
8.3,12230164
8.3,4694208
8.3,4822275
8.3,4694626
8.3,4818328
8.3,4818026
8.3,2643020
8.3,2690220
8.3,11062445
8.3,2690045
8.3,11059176
8.3,11058811
8.3,10990146
8.3,4697439
8.3,12229138
8.3,10992014
8.3,2688888
8.3,11053738
8.3,10994186
8.3,10986420
8.3,10986067
8.3,11064277
8.3,10985491
8.3,10978265
8.3,10978457
8.3,10978615
8.3,10979014
8.3,10979763
8.3,4844620
8.3,4687882
8.3,4842981
8.3,4688551
8.3,4852619
8.3,4689842
8.3,4836606
8.3,4690289
8.3,4690481
8.3,4833473
8.3,12231743
8.3,12204600
8.3,4832147
8.3,4830678
8.3,10984522
8.3,4690074
8.3,4233078
8.3,4501885
8.3,12263546
8.3,2843565
8.3,5182303
8.3,2377421
8.3,5180431
8.3,5179860
8.3,4341897
8.3,2841212
8.3,4343715
8.3,5175271
8.3,5174346
8.3,2841039
8.3,5172903
8.3,2378502
8.3,4346075
8.3,11247469
8.3,2380709
8.3,5168758
8.3,5166502
8.3,4350236
8.3,4336875
8.3,2832714
8.3,4336436
8.3,2844472
8.3,2854162
8.3,2367028
8.3,5192374
8.3,4314152
8.3,2853302
8.3,2371743
8.3,10749259
8.3,5190479
8.3,4320795
8.3,4321408
8.3,5189701
8.3,12104559
8.3,2373381
8.3,4329416
8.3,2848635
8.3,11256046
8.3,2846463
8.3,2374001
8.3,2844820
8.3,4336174
8.3,5164873
8.3,5164560
8.3,11239632
8.3,2402044
8.3,2404416
8.3,105428
8.3,4376327
8.3,11223356
8.3,5141231
8.3,2406837
8.3,5139962
8.3,12115445
8.3,10785601
8.3,4385062
8.3,5136260
8.3,2417067
8.3,4386451
8.3,11218733
8.3,4389830
8.3,10788774
8.3,2418945
8.3,5132408
8.3,11225280
8.3,4373709
8.3,2400094
8.3,5152379
8.3,11238192
8.3,4359586
8.3,10772920
8.3,2831406
8.3,10773233
8.3,5161853
8.3,4364922
8.3,4365301
8.3,5159110
8.3,4311488
8.3,11234133
8.3,10776590
8.3,5158348
8.3,12295115
8.3,11233033
8.3,2830120
8.3,2395326
8.3,2829129
8.3,11227650
8.3,2398369
8.3,11233685
8.3,5193715
8.3,5194011
8.3,5195276
8.3,4257835
8.3,2280992
8.3,5282266
8.3,5281508
8.3,4258412
8.3,4258632
8.3,11286280
8.3,11285475
8.3,4260985
8.3,5272311
8.3,4262915
8.3,4263064
8.3,5270593
8.3,12314097
8.3,5267812
8.3,11283382
8.3,2876237
8.3,4266875
8.3,10716538
8.3,4255699
8.3,4255485
8.3,4254337
8.3,2278471
8.3,2904156
8.3,2902313
8.3,4234243
8.3,11293748
8.3,4236148
8.3,11293344
8.3,5293644
8.3,5292577
8.3,4242264
8.3,2870580
8.3,2268758
8.3,4245913
8.3,5290994
8.3,2276762
8.3,4247474
8.3,11290263
8.3,2891200
8.3,5287763
8.3,2889766
8.3,2277390
8.3,2269100
8.3,4391978
8.3,5251955
8.3,5243785
8.3,5219006
8.3,10734420
8.3,12094820
8.3,5216653
8.3,4288346
8.3,5216204
8.3,2335910
8.3,5213806
8.3,2338397
8.3,11265310
8.3,2338772
8.3,2339218
8.3,2344190
8.3,2860069
8.3,4293451
8.3,12096969
8.3,2858082
8.3,10741734
8.3,11260229
8.3,4286117
8.3,4285898
8.3,2330247
8.3,11267717
8.3,10720226
8.3,11276375
8.3,2320122
8.3,10721458
8.3,5236338
8.3,2322687
8.3,10724481
8.3,5234938
8.3,2324904
8.3,4272903
8.3,4277914
8.3,4278494
8.3,10726061
8.3,5229591
8.3,10727325
8.3,4282022
8.3,10729037
8.3,5224921
8.3,5222257
8.3,4285353
8.3,5232730
8.3,11143812
8.3,2821712
8.3,10789077
8.3,5049182
8.3,11156398
8.3,11155224
8.3,2510967
8.3,2784007
8.3,12269799
8.3,5045602
8.3,2782324
8.3,10858409
8.3,5044901
8.3,2781565
8.3,2522521
8.3,5043339
8.3,5043116
8.3,4457989
8.3,2522798
8.3,2524554
8.3,4461371
8.3,12267827
8.3,2786973
8.3,5040451
8.3,2510330
8.3,5052109
8.3,11163522
8.3,2493132
8.3,2493965
8.3,10844429
8.3,4439062
8.3,5066639
8.3,2789776
8.3,10847033
8.3,5065149
8.3,5062650
8.3,2502186
8.3,10851311
8.3,5056732
8.3,5056206
8.3,5055509
8.3,2788019
8.3,5053664
8.3,2507761
8.3,5052814
8.3,5051766
8.3,4463222
8.3,2529083
8.3,2529365
8.3,2556006
8.3,5012587
8.3,4485640
8.3,2560561
8.3,10877663
8.3,5006139
8.3,4489828
8.3,12263833
8.3,5004792
8.3,2773323
8.3,2773066
8.3,5003800
8.3,4491950
8.3,10879097
8.3,5003294
8.3,10880740
8.3,11145366
8.3,4500204
8.3,5001995
8.3,2553110
8.3,2775391
8.3,5019528
8.3,5019838
8.3,2779142
8.3,2532799
8.3,2533491
8.3,4469414
8.3,4471499
8.3,2539942
8.3,4474201
8.3,5032217
8.3,4475307
8.3,5069405
8.3,106704
8.3,2543633
8.3,4476292
8.3,5024035
8.3,2776600
8.3,5022876
8.3,5022333
8.3,2775896
8.3,31261
8.3,11146952
8.3,5031201
8.3,10841372
8.3,10840585
8.3,5069959
8.3,4414208
8.3,2444608
8.3,2448171
8.3,4414553
8.3,5105994
8.3,5105630
8.3,2808922
8.3,5104810
8.3,2808356
8.3,12128549
8.3,4417375
8.3,5103898
8.3,2452507
8.3,11189197
8.3,2804990
8.3,10810402
8.3,10811770
8.3,10814092
8.3,2459769
8.3,4413813
8.3,2442033
8.3,5111297
8.3,2440675
8.3,2819151
8.3,10790156
8.3,4399948
8.3,10792328
8.3,10793546
8.3,11210375
8.3,4403365
8.3,2816006
8.3,4404453
8.3,12284305
8.3,2428127
8.3,5124638
8.3,5123794
8.3,2428869
8.3,5122731
8.3,5118753
8.3,5117195
8.3,5115290
8.3,4412055
8.3,4412217
8.3,5125584
8.3,5131480
8.3,10815478
8.3,2802483
8.3,2473871
8.3,5081323
8.3,4430004
8.3,4431330
8.3,2475566
8.3,2476882
8.3,2793762
8.3,11172540
8.3,11171245
8.3,2478772
8.3,2792415
8.3,2792044
8.3,5075393
8.3,5073093
8.3,12278239
8.3,5071774
8.3,2488025
8.3,2490236
8.3,12277387
8.3,10833111
8.3,2795471
8.3,5083292
8.3,5085665
8.3,10817629
8.3,5095149
8.3,10818074
8.3,2461915
8.3,2801907
8.3,2464172
8.3,4423664
8.3,2465406
8.3,12133724
8.3,10816194
8.3,4424543
8.3,10825459
8.3,2468410
8.3,5088239
8.3,116614
8.3,4427403
8.3,2798738
8.3,2797435
8.3,4428665
8.3,2796751
8.3,4424751
8.3,3781983
8.3,11457498
8.3,3107436
8.3,11790701
8.3,6407861
8.3,3659185
8.3,3210421
8.3,6407304
8.3,11790152
8.3,1833345
8.3,3657964
8.3,6406473
8.3,6406287
8.3,1806484
8.3,3659521
8.3,6276348
8.3,10255371
8.3,3656739
8.3,3265149
8.3,11742064
8.3,3264847
8.3,3407489
8.3,6404689
8.3,1729333
8.3,12583684
8.3,3263936
8.3,3145740
8.3,12584113
8.3,3602345
8.3,11899797
8.3,11790884
8.3,1727184
8.3,1838178
8.3,3662152
8.3,1727398
8.3,1836697
8.3,3395341
8.3,3598773
8.3,1770150
8.3,11933510
8.3,3395690
8.3,11740669
8.3,12549286
8.3,3139652
8.3,1835454
8.3,1834618
8.3,11932851
8.3,3140019
8.3,11863141
8.3,3599781
8.3,1728407
8.3,6272767
8.3,11944547
8.3,11932692
8.3,1805926
8.3,6015537
8.3,1729983
8.3,3538941
8.3,6278366
8.3,11917659
8.3,11787960
8.3,1732996
8.3,1829815
8.3,1733392
8.3,3149478
8.3,3417787
8.3,10380244
8.3,6045486
8.3,3606577
8.3,11744665
8.3,6399756
8.3,1828973
8.3,3534324
8.3,10327823
8.3,6050500
8.3,6397619
8.3,10275146
8.3,3650995
8.3,1828241
8.3,6397228
8.3,11854795
8.3,6397074
8.3,1734936
8.3,26110
8.3,3605431
8.3,3605136
8.3,10383211
8.3,10387802
8.3,3654461
8.3,3409691
8.3,6033244
8.3,3652677
8.3,6128335
8.3,10325525
8.3,6127772
8.3,12581897
8.3,3603808
8.3,6127064
8.3,10325990
8.3,6126553
8.3,6035665
8.3,10385374
8.3,6285788
8.3,11743430
8.3,6400751
8.3,6400120
8.3,11859748
8.3,6286431
8.3,11859484
8.3,6041502
8.3,3214889
8.3,1807033
8.3,3138113
8.3,11933861
8.3,1727033
8.3,11791431
8.3,6426489
8.3,1802512
8.3,3283093
8.3,1802674
8.3,6257395
8.3,12482944
8.3,5976152
8.3,11912714
8.3,6425280
8.3,11726186
8.3,3179061
8.3,11935482
8.3,12596645
8.3,3281580
8.3,3679497
8.3,11728524
8.3,1720719
8.3,3201444
8.3,10246696
8.3,1722552
8.3,5978512
8.3,11729101
8.3,11866435
8.3,11730151
8.3,6258395
8.3,11794605
8.3,11935873
8.3,5970877
8.3,3180299
8.3,3285003
8.3,11795459
8.3,3560911
8.3,10239341
8.3,3365259
8.3,3683698
8.3,1775198
8.3,1717170
8.3,11719563
8.3,1717673
8.3,10241986
8.3,3284852
8.3,3366876
8.3,3367199
8.3,6426918
8.3,11812872
8.3,11722758
8.3,11912429
8.3,1801769
8.3,5965379
8.3,6253876
8.3,5965729
8.3,12481534
8.3,5968288
8.3,11866138
8.3,3256165
8.3,10313887
8.3,11731757
8.3,5992062
8.3,10408615
8.3,3275262
8.3,12586856
8.3,5993746
8.3,3546822
8.3,12489848
8.3,3597344
8.3,5996467
8.3,10407659
8.3,3273578
8.3,11793142
8.3,11737189
8.3,3667617
8.3,3666944
8.3,11738030
8.3,10253928
8.3,3665745
8.3,3665002
8.3,1726321
8.3,6411032
8.3,6410777
8.3,3271215
8.3,12491051
8.3,3393063
8.3,6135114
8.3,3277583
8.3,10279862
8.3,3595597
8.3,10250291
8.3,3673207
8.3,6418358
8.3,6137840
8.3,3278814
8.3,1845412
8.3,12547826
8.3,10315876
8.3,1844112
8.3,1843958
8.3,3178761
8.3,6416822
8.3,10411163
8.3,5988353
8.3,10410269
8.3,6416600
8.3,11793323
8.3,3178514
8.3,3204542
8.3,3669507
8.3,1843275
8.3,6136003
8.3,6416140
8.3,1804031
8.3,3676828
8.3,6395653
8.3,11816081
8.3,6122510
8.3,3476584
8.3,10356355
8.3,11948930
8.3,6095114
8.3,10356140
8.3,3477183
8.3,11831855
8.3,3165409
8.3,3507712
8.3,10347618
8.3,10348243
8.3,3635726
8.3,3167100
8.3,6080330
8.3,6344536
8.3,3480102
8.3,1811948
8.3,3632554
8.3,3505056
8.3,1753509
8.3,3632403
8.3,6315785
8.3,6081916
8.3,6082149
8.3,11765390
8.3,3476265
8.3,10356734
8.3,3171789
8.3,10343859
8.3,3238577
8.3,11923253
8.3,10358470
8.3,6308264
8.3,1752439
8.3,3172170
8.3,3161044
8.3,3162070
8.3,12555124
8.3,6075705
8.3,6076243
8.3,3230726
8.3,6100225
8.3,3618844
8.3,3237440
8.3,10345555
8.3,3470005
8.3,3619299
8.3,6096784
8.3,6077260
8.3,3635880
8.3,10357183
8.3,11833577
8.3,3236848
8.3,11768459
8.3,6352963
8.3,11824589
8.3,11776943
8.3,1813310
8.3,3628249
8.3,3235284
8.3,10353918
8.3,3627709
8.3,1757011
8.3,3498674
8.3,1814046
8.3,1813917
8.3,1757552
8.3,1761183
8.3,11924379
8.3,11775852
8.3,6087923
8.3,10267083
8.3,3233211
8.3,6319932
8.3,11774654
8.3,3496197
8.3,3170315
8.3,6088314
8.3,11950850
8.3,11924532
8.3,6088839
8.3,3491055
8.3,6086095
8.3,11926341
8.3,1814899
8.3,3501420
8.3,11831207
8.3,11826198
8.3,3621343
8.3,3621710
8.3,10355328
8.3,3631099
8.3,3630870
8.3,11769108
8.3,6091713
8.3,6083193
8.3,6334611
8.3,3235905
8.3,6083452
8.3,3235764
8.3,3235634
8.3,12559797
8.3,3499949
8.3,3499529
8.3,11776550
8.3,6084652
8.3,127137
8.3,11949831
8.3,6331354
8.3,3628605
8.3,6342409
8.3,11711894
8.3,6307216
8.3,10262731
8.3,6386309
8.3,1765424
8.3,1822887
8.3,1738343
8.3,6299277
8.3,11750834
8.3,3155997
8.3,6063422
8.3,6117947
8.3,11786334
8.3,3174180
8.3,6297148
8.3,10272765
8.3,11843965
8.3,1739660
8.3,1809689
8.3,6064222
8.3,3643931
8.3,11948079
8.3,3642999
8.3,1740884
8.3,6378077
8.3,6377789
8.3,6377482
8.3,10365642
8.3,10258541
8.3,3174498
8.3,11929604
8.3,11931082
8.3,3151130
8.3,6393900
8.3,1736592
8.3,6056693
8.3,3648721
8.3,10373003
8.3,3608484
8.3,10372446
8.3,3430187
8.3,12524299
8.3,1825092
8.3,10370716
8.3,3647716
8.3,6293829
8.3,3433299
8.3,3646927
8.3,1738036
8.3,3646784
8.3,6387880
8.3,3434754
8.3,6387380
8.3,11749566
8.3,3223276
8.3,11786912
8.3,10332846
8.3,10343301
8.3,3173862
8.3,6066496
8.3,11758133
8.3,11822281
8.3,1810794
8.3,10361077
8.3,6070855
8.3,3160367
8.3,11822563
8.3,11780537
8.3,3616400
8.3,11922390
8.3,1763697
8.3,10361386
8.3,10340184
8.3,3639460
8.3,1747593
8.3,6361152
8.3,3639061
8.3,3456836
8.3,10341941
8.3,1811023
8.3,1749927
8.3,3617262
8.3,3618143
8.3,11837805
8.3,1763232
8.3,11781223
8.3,3515440
8.3,10260886
8.3,1742294
8.3,1742894
8.3,1743094
8.3,11756741
8.3,10363010
8.3,10362805
8.3,3612577
8.3,3158507
8.3,112397
8.3,3613308
8.3,3448342
8.3,3172966
8.3,3241563
8.3,3229553
8.3,6371166
8.3,6370380
8.3,3516603
8.3,3516187
8.3,6370099
8.3,3615095
8.3,6368726
8.3,3615249
8.3,11922254
8.3,3159613
8.3,6366083
8.3,6376016
8.3,3285368
8.3,6266700
8.3,11711296
8.3,10437811
8.3,3295542
8.3,1703779
8.3,10290572
8.3,3114189
8.3,12457712
8.3,6185408
8.3,1875573
8.3,3364290
8.3,3341565
8.3,6185961
8.3,6454234
8.3,10299232
8.3,3738990
8.3,5930488
8.3,1791246
8.3,3293272
8.3,3585907
8.3,6452968
8.3,3292878
8.3,3344301
8.3,1705927
8.3,3114682
8.3,6225500
8.3,3585358
8.3,11891917
8.3,6461528
8.3,10297228
8.3,6461379
8.3,6461150
8.3,6460989
8.3,12542035
8.3,3300983
8.3,3334357
8.3,11981255
8.3,10217908
8.3,3112369
8.3,11651658
8.3,3112927
8.3,3113298
8.3,3334685
8.3,3335119
8.3,5923731
8.3,6224396
8.3,11654545
8.3,1877430
8.3,11807323
8.3,3336094
8.3,12611484
8.3,6451836
8.3,113799
8.3,5931518
8.3,5931759
8.3,3353230
8.3,1707597
8.3,11672629
8.3,5937507
8.3,1862602
8.3,10288805
8.3,11674175
8.3,12467191
8.3,3727266
8.3,6448508
8.3,11886639
8.3,1707839
8.3,1708010
8.3,11674757
8.3,3725716
8.3,3568192
8.3,11798018
8.3,3117042
8.3,1859154
8.3,5940963
8.3,6234891
8.3,6447136
8.3,3289152
8.3,3289844
8.3,12462370
8.3,3731068
8.3,11889521
8.3,3346024
8.3,5931933
8.3,11889025
8.3,10227361
8.3,6451444
8.3,11667964
8.3,3290705
8.3,10301646
8.3,3192971
8.3,3289971
8.3,10434519
8.3,1778258
8.3,11669134
8.3,3184149
8.3,1706331
8.3,3587056
8.3,6173690
8.3,11669672
8.3,3569493
8.3,3183830
8.3,5933317
8.3,6450517
8.3,10300536
8.3,12606532
8.3,11906922
8.3,1790263
8.3,3773771
8.3,3577989
8.3,12540727
8.3,5907053
8.3,3306847
8.3,12537055
8.3,11629741
8.3,5907846
8.3,6200700
8.3,3579098
8.3,10294056
8.3,1696251
8.3,3306233
8.3,3319482
8.3,1881147
8.3,1697117
8.3,6200362
8.3,10291927
8.3,3109564
8.3,11635980
8.3,3763695
8.3,11636553
8.3,3317655
8.3,11626510
8.3,1786378
8.3,1696085
8.3,1783013
8.3,1784649
8.3,5902272
8.3,10199591
8.3,3311952
8.3,11939056
8.3,6479629
8.3,12618323
8.3,1883074
8.3,3312396
8.3,5903679
8.3,3576181
8.3,6215895
8.3,1784874
8.3,11900871
8.3,6478042
8.3,10292901
8.3,11622871
8.3,6208000
8.3,11802959
8.3,3190934
8.3,1882136
8.3,11984137
8.3,10448100
8.3,11981812
8.3,6474015
8.3,6198061
8.3,10294733
8.3,3331299
8.3,5918649
8.3,3302963
8.3,3571348
8.3,3331662
8.3,3302663
8.3,6466733
8.3,3302513
8.3,11983378
8.3,6468671
8.3,3332326
8.3,1701252
8.3,1701798
8.3,11806459
8.3,3301953
8.3,10212037
8.3,5919768
8.3,6191948
8.3,1702775
8.3,10442198
8.3,11644604
8.3,3582589
8.3,3303531
8.3,6469246
8.3,5917979
8.3,1697840
8.3,3761851
8.3,3323959
8.3,5913449
8.3,6472274
8.3,11805972
8.3,10446460
8.3,11904468
8.3,3759515
8.3,3326792
8.3,1699357
8.3,3572884
8.3,5915781
8.3,10294587
8.3,11897273
8.3,1878737
8.3,3327863
8.3,6470354
8.3,6470172
8.3,10206240
8.3,3756469
8.3,1699812
8.3,1788902
8.3,6473344
8.3,11678693
8.3,11660413
8.3,1709449
8.3,1714786
8.3,10284926
8.3,97379
8.3,3701865
8.3,5952953
8.3,12603023
8.3,6437776
8.3,1797050
8.3,10234744
8.3,3286514
8.3,1712893
8.3,11698245
8.3,3703471
8.3,11796380
8.3,1852713
8.3,6440745
8.3,11942065
8.3,1775584
8.3,3287822
8.3,12604220
8.3,3182074
8.3,11809675
8.3,12472575
8.3,3356635
8.3,1794723
8.3,5946196
8.3,1711596
