secondarykey,Index Value
4.6,10354594
4.6,529859
4.6,531027
4.6,5887906
4.6,3557052
4.6,4486111
4.6,9462856
4.6,6563277
4.6,6072031
4.6,9331855
4.6,3445558
4.6,1819910
4.6,12215682
4.6,2672828
4.6,3162338
4.6,10177732
4.6,4503308
4.6,11952175
4.6,2666731
4.6,12860845
4.6,9394902
4.6,11095264
4.6,3168522
4.6,11141716
4.6,9339087
4.6,12523468
4.6,6523629
4.6,6525201
4.6,8455272
4.6,1999183
4.6,10330064
4.6,8757337
4.6,10335903
4.6,12636647
4.6,1657132
4.6,2004582
4.6,1649877
4.6,1918036
4.6,1711100
4.6,96253
4.6,11134106
4.6,2646969
4.6,11005030
4.6,8791180
4.6,6367700
4.6,11114885
4.6,8593819
4.6,2656565
4.6,5786808
4.6,11004793
4.6,12927537
4.6,3596873
4.6,1940836
4.6,12391932
4.6,4621086
4.6,591245
4.6,6382427
4.6,8597356
4.6,8597704
4.6,1742531
4.6,12226503
4.6,126847
4.6,12397229
4.6,12558120
4.6,3234143
4.6,6332234
4.6,2728316
4.6,12188599
4.6,5741939
4.6,11121937
4.6,5633
4.6,8783974
4.6,3490468
4.6,8782466
4.6,12552087
4.6,5733994
4.6,6357611
4.6,6291057
4.6,10261854
4.6,6286794
4.6,5766057
4.6,8554257
4.6,11944325
4.6,4683693
4.6,5803719
4.6,11830341
4.6,3468232
4.6,11113526
4.6,6211665
4.6,4578983
4.6,6422800
4.6,476727
4.6,12195668
4.6,8513548
4.6,6217447
4.6,8620984
4.6,8625868
4.6,8798985
4.6,8799414
4.6,1788675
4.6,482045
4.6,8631561
4.6,8631830
4.6,3571707
4.6,6429736
4.6,12178313
4.6,1781355
4.6,6223492
4.6,3483963
4.6,5804375
4.6,3481036
4.6,8599628
4.6,8793818
4.6,3474197
4.6,5811333
4.6,2718305
4.6,5714315
4.6,1977005
4.6,6399350
4.6,9423403
4.6,5817746
4.6,12386708
4.6,3469358
4.6,12871156
4.6,12935682
4.6,2643584
4.6,10291205
4.6,6252072
4.6,12149292
4.6,4514847
4.6,2727187
4.6,8709695
4.6,6711209
4.6,3542263
4.6,2677946
4.6,6716045
4.6,9504501
4.6,5911411
4.6,4440109
4.6,5963100
4.6,9302131
4.6,2038089
4.6,12452417
4.6,6662476
4.6,6675949
4.6,1586481
4.6,5908057
4.6,6649758
4.6,1595081
4.6,4692720
4.6,12449097
4.6,6741
4.6,6024870
4.6,91011
4.6,10146988
4.6,2035044
4.6,3546492
4.6,5902023
4.6,3659902
4.6,10106739
4.6,5953311
4.6,3438676
4.6,12493565
4.6,12141525
4.6,12237220
4.6,6694621
4.6,5923324
4.6,6692602
4.6,2045220
4.6,12488421
4.6,1556198
4.6,3543337
4.6,8883237
4.6,11035197
4.6,9466705
4.6,10522737
4.6,2063181
4.6,5550726
4.6,5539727
4.6,10109440
4.6,12902073
4.6,1848594
4.6,4705404
4.6,5967462
4.6,5986474
4.6,3543826
4.6,11162148
4.6,5912216
4.6,9498382
4.6,12491806
4.6,2677578
4.6,9287565
4.6,1603524
4.6,1561061
4.6,2032139
4.6,10376958
4.6,12977149
4.6,8863231
4.6,11740294
4.6,3549724
4.6,4717626
4.6,1616913
4.6,2696778
4.6,8664928
4.6,2021977
4.6,2673583
4.6,12891077
4.6,12976870
4.6,12370875
4.6,11180245
4.6,588136
4.6,8722870
4.6,3553291
4.6,2615785
4.6,10374948
4.6,12469645
4.6,12899457
5.0,10731410
5.0,9813446
5.0,10270677
5.0,6226442
5.0,892179
5.0,6228193
5.0,12054586
5.0,2352198
5.0,5080296
5.0,2659125
5.0,9887820
5.0,9819327
5.0,7802255
5.0,5077757
5.0,6231338
5.0,4198671
5.0,10272463
5.0,7799823
5.0,5818407
5.0,12750334
5.0,2470088
5.0,1091666
5.0,11308182
5.0,4226164
5.0,11112324
5.0,2679823
5.0,7509189
5.0,5744376
5.0,1785054
5.0,2531691
5.0,2360552
5.0,880068
5.0,7346710
5.0,4721993
5.0,5927995
5.0,11297064
5.0,880624
5.0,1760279
5.0,2685291
5.0,2724627
5.0,4646316
5.0,2532361
5.0,12054215
5.0,5022605
5.0,2492116
5.0,7879166
5.0,4218426
5.0,10282958
5.0,11350086
5.0,2342169
5.0,11352782
5.0,6259349
5.0,2477570
5.0,2540300
5.0,2654186
5.0,10738338
5.0,5212004
5.0,11116006
5.0,1850655
5.0,6260352
5.0,5948499
5.0,7844870
5.0,12784035
5.0,11356537
5.0,12407967
5.0,1866274
5.0,115350
5.0,12406954
5.0,1164649
5.0,9870875
5.0,7386028
5.0,7854635
5.0,1166105
5.0,6268618
5.0,1090389
5.0,6232611
5.0,1150626
5.0,2337249
5.0,6235267
5.0,4715184
5.0,12403656
5.0,12277939
5.0,5931335
5.0,2480902
5.0,882582
5.0,9828063
5.0,6250255
5.0,12553016
5.0,12280599
5.0,12781238
5.0,12788751
5.0,12469260
5.0,5963474
5.0,1141489
5.0,1141930
5.0,2342874
5.0,12305959
5.0,48761
5.0,9843110
5.0,7822477
5.0,12741032
5.0,12209427
5.0,11352146
5.0,1148951
5.0,11352385
5.0,975598
5.0,2965736
5.0,2443873
5.0,2668042
5.0,2410931
5.0,2695873
5.0,2443538
5.0,5899933
5.0,12433084
5.0,4672880
5.0,2704732
5.0,2413768
5.0,9762210
5.0,7635076
5.0,11323802
5.0,7718559
5.0,4747444
5.0,2668701
5.0,11073003
5.0,10458837
5.0,7620697
5.0,10401742
5.0,7751587
5.0,2993190
5.0,10460295
5.0,938422
5.0,9747105
5.0,10326518
5.0,10393317
5.0,10804994
5.0,7743321
5.0,10449935
5.0,7625919
5.0,4688882
5.0,10397539
5.0,5141987
5.0,1812971
5.0,12759332
5.0,4144724
5.0,11326354
5.0,2433582
5.0,964389
5.0,2439648
5.0,2438778
5.0,7713032
5.0,970225
5.0,5116249
5.0,12441755
5.0,3013176
5.0,7674803
5.0,5896222
5.0,10452008
5.0,7670388
5.0,2999005
5.0,6074447
5.0,5050789
5.0,6088130
5.0,5898757
5.0,2511842
5.0,5134083
5.0,7638743
5.0,4678420
5.0,5126739
5.0,998373
5.0,6059176
5.0,2697638
5.0,6061514
5.0,2701749
5.0,7648245
5.0,9758282
5.0,7642232
5.0,10413293
5.0,1837339
5.0,10324310
5.0,923331
5.0,5044248
5.0,5064836
5.0,11109658
5.0,924604
5.0,7774222
5.0,10411533
5.0,11033828
5.0,12535503
5.0,5840424
5.0,2974872
5.0,12535152
5.0,2977164
5.0,1059024
5.0,7547884
5.0,6167201
5.0,6188582
5.0,5043872
5.0,4184257
5.0,11110518
5.0,10743676
5.0,3039402
5.0,2662038
5.0,12301574
5.0,5839841
5.0,2365118
5.0,12778013
5.0,2369684
5.0,920715
5.0,11342203
5.0,10752764
5.0,5172071
5.0,5835162
5.0,4670108
5.0,1910337
5.0,11051739
5.0,2517271
5.0,7605573
5.0,12756638
5.0,12284640
5.0,1799400
5.0,12197349
5.0,932582
5.0,2987255
5.0,7612925
5.0,935596
5.0,1801449
5.0,6141890
5.0,10461467
5.0,12270092
5.0,7761139
5.0,5920979
5.0,11320235
5.0,5099205
5.0,2687499
5.0,2518629
5.0,11316855
5.0,2675161
5.0,10775861
5.0,2460412
5.0,6160363
5.0,5911676
5.0,11054887
5.0,2518233
5.0,7591756
5.0,2665496
5.0,7594794
5.0,2393671
5.0,5862631
5.0,2494251
5.0,2800155
5.0,12068276
5.0,12691431
5.0,6905461
5.0,2159201
5.0,2780944
5.0,4459068
5.0,5402663
5.0,10157883
5.0,10058637
5.0,11220151
5.0,2779743
5.0,10670183
5.0,10670376
5.0,6580688
5.0,2167909
5.0,5386522
5.0,10056541
5.0,2173199
5.0,4975583
5.0,10669510
5.0,10965304
5.0,2823692
5.0,2156089
5.0,10958617
5.0,4447739
5.0,1398387
5.0,10512764
5.0,10075471
5.0,1600489
5.0,5433087
5.0,2601393
5.0,12336695
5.0,2035189
5.0,2148952
5.0,10921658
5.0,10921259
5.0,1381400
5.0,6620221
5.0,10149279
5.0,2628678
5.0,4453611
5.0,4455917
5.0,5382569
5.0,10973559
5.0,2017519
5.0,2596033
5.0,6959616
5.0,1322798
5.0,6963137
5.0,10904373
5.0,4504452
5.0,1315022
5.0,2198521
5.0,6973153
5.0,2771161
5.0,6975317
5.0,6539525
5.0,2209264
5.0,1654547
5.0,6988143
5.0,2836752
5.0,6988832
5.0,2770452
5.0,12704458
5.0,4857274
5.0,1327708
5.0,12687144
5.0,6553117
5.0,6953289
5.0,2595288
5.0,5364974
5.0,2183322
5.0,12696615
5.0,12152443
5.0,2594173
5.0,2011992
5.0,1343921
5.0,11231262
5.0,2186357
5.0,11236792
5.0,12112455
5.0,6559223
5.0,2010721
5.0,11238523
5.0,6950092
5.0,6950948
5.0,2774107
5.0,10908673
5.0,6554326
5.0,124605
5.0,10658304
5.0,10077520
5.0,10619400
5.0,1535737
5.0,12676018
5.0,10099175
5.0,1537313
5.0,6806619
5.0,11192025
5.0,5532098
5.0,11177533
5.0,4930323
5.0,12245710
5.0,11194956
5.0,4940681
5.0,10581126
5.0,2608137
5.0,2061808
5.0,2061199
5.0,10107796
5.0,6714428
5.0,2804356
5.0,10587756
5.0,2089637
5.0,1517971
5.0,6740393
5.0,12357004
5.0,2080697
5.0,5524846
5.0,10594001
5.0,1510900
5.0,6754379
5.0,2615046
5.0,6757892
5.0,11178757
5.0,2798518
5.0,1529529
5.0,5518339
5.0,12131516
5.0,6771186
5.0,6774170
5.0,5517575
5.0,4420277
5.0,6707712
5.0,1460347
5.0,12344010
5.0,43868
5.0,11204971
5.0,6863257
5.0,12144430
5.0,2814881
5.0,11205784
5.0,6864867
5.0,10084920
5.0,1418971
5.0,6677847
5.0,10517694
5.0,12685807
5.0,2130144
5.0,10080581
5.0,11209099
5.0,2602029
5.0,6675637
5.0,1410389
5.0,11211290
5.0,6879189
5.0,1429021
5.0,10134545
5.0,4898490
5.0,6857348
5.0,2618923
5.0,1545025
5.0,1455910
5.0,1546490
5.0,1554179
5.0,5553309
5.0,6847570
5.0,2120920
5.0,12141179
5.0,10115226
5.0,6852008
5.0,1564715
5.0,6853591
5.0,2042569
5.0,2604716
5.0,5452000
5.0,6853993
5.0,1437839
5.0,1436689
5.0,12236858
5.0,2838235
5.0,7006444
5.0,7013792
5.0,2558024
5.0,12723724
5.0,12575495
5.0,1249623
5.0,5714994
5.0,1967344
5.0,2557646
5.0,12573209
5.0,1735098
5.0,2876661
5.0,2734379
5.0,2301812
5.0,1242782
5.0,12312150
5.0,7228868
5.0,11283994
5.0,7231045
5.0,9965510
5.0,7220112
5.0,2290597
5.0,11276789
5.0,2737220
5.0,4293142
5.0,2560948
5.0,10004553
5.0,7147133
5.0,7149781
5.0,11266273
5.0,6409386
5.0,4596712
5.0,2739389
5.0,12582421
5.0,9994964
5.0,1977921
5.0,7163766
5.0,6400918
5.0,1977604
5.0,10475465
5.0,5009448
5.0,11273741
5.0,1254520
5.0,7243522
5.0,1965222
5.0,4257170
5.0,1237002
5.0,12308870
5.0,1217609
5.0,9925354
5.0,1752239
5.0,4230774
5.0,9921883
5.0,7323555
5.0,9920456
5.0,2551275
5.0,12400492
5.0,1754501
5.0,12069298
5.0,2913417
5.0,9914348
5.0,1212540
5.0,1212000
5.0,9909764
5.0,6331907
5.0,2549998
5.0,6351199
5.0,6416288
5.0,1750445
5.0,12732597
5.0,4625227
5.0,12727778
5.0,12570879
5.0,1744554
5.0,1234940
5.0,1231189
5.0,7265773
5.0,10260606
5.0,2309785
5.0,11123891
5.0,2896803
5.0,9947096
5.0,12309565
5.0,11292613
5.0,9941751
5.0,2901518
5.0,4235360
5.0,6362877
5.0,9939745
5.0,9927695
5.0,7142112
5.0,4580717
5.0,12592967
5.0,5658981
5.0,2239457
5.0,4533930
5.0,5663326
5.0,5667316
5.0,5667521
5.0,10481727
5.0,2639380
5.0,10202979
5.0,1699199
5.0,6471156
5.0,2848056
5.0,2848249
5.0,4330212
5.0,2641138
5.0,1701940
5.0,2849952
5.0,2246524
5.0,4323316
5.0,1690978
5.0,6463790
5.0,1690583
5.0,4333913
5.0,5623077
5.0,11248715
5.0,1670875
5.0,12631193
5.0,4517968
5.0,10192383
5.0,10192867
5.0,2843021
5.0,6504246
5.0,10491608
5.0,2637110
5.0,6497450
5.0,6495271
5.0,2843762
5.0,12159282
5.0,6493307
5.0,5652568
5.0,12324080
5.0,5321640
5.0,1690277
5.0,4643196
5.0,12714356
5.0,1284800
5.0,1274815
5.0,10700987
5.0,1274197
5.0,1274001
5.0,2855322
5.0,6436814
5.0,2271272
5.0,5290556
5.0,5691978
5.0,12317616
5.0,10241001
5.0,10012592
5.0,2563250
5.0,12599223
5.0,10011335
5.0,12598558
5.0,4297938
5.0,12316815
5.0,1268857
5.0,2268071
5.0,10214253
5.0,2265926
5.0,7104795
5.0,6452209
5.0,10023663
5.0,2571611
5.0,6448100
5.0,5682211
5.0,2570309
5.0,5300313
5.0,11257914
5.0,4318643
5.0,10021576
5.0,4561503
5.0,4315198
5.0,12716796
5.0,1278345
5.0,1984245
5.0,7096572
5.0,4311780
5.0,7099169
5.0,10694182
5.0,7105730
5.0,47683
5.0,1276919
5.0,9714508
5.0,11662646
5.0,8237772
5.0,11660902
5.0,694848
5.0,9573193
5.0,8229378
5.0,699048
5.0,9577698
5.0,713023
5.0,8204661
5.0,717050
5.0,722739
5.0,9588340
5.0,732169
5.0,11635375
5.0,736760
5.0,8172936
5.0,3772605
5.0,738961
5.0,3781619
5.0,747652
5.0,749429
5.0,3818780
5.0,762589
5.0,764266
5.0,9602564
5.0,775690
5.0,8250052
5.0,9608679
5.0,682316
5.0,652315
5.0,515239
5.0,527069
5.0,11762992
5.0,534910
5.0,11759683
5.0,3159859
5.0,3643387
5.0,9480615
5.0,8421250
5.0,9484316
5.0,3154754
5.0,8389840
5.0,586653
5.0,11739725
5.0,601349
5.0,608388
5.0,8338877
5.0,73538
5.0,619580
5.0,620097
5.0,11718234
5.0,11712203
5.0,11970796
5.0,9542202
5.0,639383
5.0,3123095
5.0,3122729
5.0,663342
5.0,8459813
5.0,8124453
5.0,8113084
5.0,826153
5.0,8012921
5.0,11513047
5.0,830339
5.0,11510005
5.0,832353
5.0,8004497
5.0,9673085
5.0,11997214
5.0,7999901
5.0,837145
5.0,7988211
5.0,7979599
5.0,7970895
5.0,9689460
5.0,849307
5.0,850926
5.0,11464964
5.0,12794716
5.0,7946583
5.0,3066358
5.0,7944496
5.0,858630
5.0,7942131
5.0,860522
5.0,3065316
5.0,9701957
5.0,824583
5.0,8124099
5.0,11523258
5.0,136665
5.0,788542
5.0,8111103
5.0,12813273
5.0,11558385
5.0,11557737
5.0,791149
5.0,791898
5.0,795656
5.0,3094113
5.0,3093722
5.0,801013
5.0,8074867
5.0,12810924
5.0,806888
5.0,3089584
5.0,3088265
5.0,8055043
5.0,9652475
5.0,814329
5.0,8048809
5.0,3085012
5.0,11525566
5.0,3970885
5.0,76226
5.0,8034408
5.0,9664927
5.0,3973626
5.0,11523843
5.0,12793656
5.0,9448290
5.0,506476
5.0,246725
5.0,11868319
5.0,3380176
5.0,9236487
5.0,3280671
5.0,3380566
5.0,9249684
5.0,9251151
5.0,9254713
5.0,12990586
5.0,9257759
5.0,9258809
5.0,269809
5.0,8929939
5.0,8928898
5.0,9278806
5.0,12980381
5.0,3425268
5.0,11850170
5.0,12967680
5.0,12967230
5.0,3247368
5.0,8875583
5.0,12960464
5.0,12955282
5.0,8832027
5.0,8822743
5.0,11913187
5.0,336952
5.0,9012959
5.0,9017367
5.0,3314830
5.0,159361
5.0,3315085
5.0,9179904
5.0,9206677
5.0,3325803
5.0,9144352
5.0,11895080
5.0,3331992
5.0,195787
5.0,13010965
5.0,9122522
5.0,9119167
5.0,11907840
5.0,3297715
5.0,3296827
5.0,9211401
5.0,204740
5.0,206166
5.0,3295179
5.0,3340028
5.0,9083937
5.0,11885244
5.0,9066702
5.0,9058567
5.0,232782
5.0,9220613
5.0,3283264
5.0,11773117
5.0,8814274
5.0,12936543
5.0,3193919
5.0,8643979
5.0,8643429
5.0,8641034
5.0,8639695
5.0,3569867
5.0,8633911
5.0,3580867
5.0,12866561
5.0,8587612
5.0,12862070
5.0,8579171
5.0,8544418
5.0,8539097
5.0,8531635
5.0,3604342
5.0,3605988
5.0,11947543
5.0,8518543
5.0,3607514
5.0,475730
5.0,11787208
5.0,9432080
5.0,486092
5.0,3615423
5.0,3617037
5.0,500232
5.0,8644270
5.0,8811774
5.0,8646483
5.0,3557623
5.0,3474615
5.0,8782289
5.0,12918414
5.0,8778340
5.0,9374541
5.0,8766148
5.0,8763984
5.0,8762979
5.0,3520844
5.0,8753827
5.0,8749476
5.0,12907089
5.0,8748798
5.0,8747957
5.0,3525398
5.0,8747650
5.0,3219345
5.0,3216438
5.0,3539254
5.0,3540618
5.0,8712260
5.0,3541692
5.0,8706174
5.0,8700889
5.0,8685136
5.0,3553978
5.0,3556639
5.0,3195791
5.0,863222
5.0,494698
5.0,9708928
5.0,9710871
5.0,11437277
5.0,9713265
5.0,9711713
5.0,7912035
5.0,12791904
5.0,9712341
5.0,4047907
5.0,863787
5.0,7912752
5.0,12793013
5.4,10156084
5.4,6612235
5.4,12654442
5.4,1606888
5.4,2521430
5.4,551168
5.4,6615099
5.4,12146894
5.4,9729487
5.4,10147453
5.4,8420030
5.4,6584843
5.4,6631104
5.4,2382551
5.4,11155880
5.4,12653155
5.4,2786797
5.4,2787632
5.4,10761480
5.4,4685695
5.4,10163227
5.4,1658332
5.4,2770638
5.4,1655507
5.4,2771413
5.4,11143038
5.4,10178428
5.4,12841153
5.4,6552121
5.4,1642995
5.4,10173761
5.4,6558770
5.4,10170833
5.4,6562387
5.4,3161644
5.4,5182625
5.4,2376490
5.4,1631389
5.4,9463366
5.4,2523097
5.4,12150718
5.4,6574488
5.4,4469733
5.4,6655435
5.4,536230
5.4,10133508
5.4,9716658
5.4,9114600
5.4,6723847
5.4,8375032
5.4,12135144
5.4,11179694
5.4,1520495
5.4,587011
5.4,1519037
5.4,3663380
5.4,8369668
5.4,6742966
5.4,10106614
5.4,1515615
5.4,8369244
5.4,12671572
5.4,10103673
5.4,1506909
5.4,8365534
5.4,1501597
5.4,6773641
5.4,2517600
5.4,8361792
5.4,3667862
5.4,6746818
5.4,12655215
5.4,6720921
5.4,578090
5.4,127965
5.4,9116041
5.4,4507726
5.4,10129741
5.4,1581765
5.4,10128204
5.4,12657424
5.4,1575402
5.4,1574668
5.4,11162442
5.4,11176885
5.4,39150
5.4,11166856
5.4,10120210
5.4,8400833
5.4,10112355
5.4,11173430
5.4,10110795
5.4,3149746
5.4,10109755
5.4,11955473
5.4,3653030
5.4,10121844
5.4,8454879
5.4,515697
5.4,4512968
5.4,4610139
5.4,2738435
5.4,6402810
5.4,3607103
5.4,8518940
5.4,6409903
5.4,6410074
5.4,12586247
5.4,10741419
5.4,473008
5.4,7827657
5.4,12177331
5.4,12176306
5.4,1723121
5.4,12590871
5.4,7825391
5.4,2358199
5.4,2746108
5.4,3608020
5.4,6423235
5.4,12173428
5.4,11131370
5.4,1724506
5.4,12600658
5.4,1734507
5.4,7877048
5.4,1751649
5.4,8556166
5.4,2538794
5.4,6360250
5.4,2349112
5.4,8552113
5.4,12182343
5.4,3595414
5.4,3595769
5.4,8548458
5.4,6397375
5.4,6372295
5.4,6374575
5.4,1742052
5.4,6380303
5.4,8540467
5.4,12852635
5.4,6383189
5.4,12303685
5.4,4613871
5.4,6394541
5.4,3603967
5.4,8546362
5.4,208113
5.4,2749941
5.4,11785782
5.4,12618826
5.4,4540957
5.4,500610
5.4,5040641
5.4,9439206
5.4,12621181
5.4,6492431
5.4,1688757
5.4,6497678
5.4,2765380
5.4,10200178
5.4,508119
5.4,511008
5.4,12155975
5.4,2368917
5.4,12632697
5.4,6511290
5.4,4515992
5.4,2767694
5.4,11351947
5.4,3338483
5.4,7879318
5.4,11140107
5.4,12617593
5.4,4545078
5.4,9438061
5.4,6438602
5.4,11133763
5.4,12603791
5.4,6440373
5.4,11783275
5.4,3173496
5.4,6442565
5.4,6443383
5.4,6446347
5.4,6446744
5.4,10230845
5.4,4556061
5.4,6448925
5.4,2754410
5.4,9098914
5.4,11422958
5.4,6460843
5.4,492361
5.4,3618505
5.4,6467227
5.4,10207187
5.4,9715095
5.4,8483606
5.4,9450966
5.4,607481
5.4,5154040
5.4,4418994
5.4,751201
5.4,752351
5.4,7097875
5.4,754258
5.4,756512
5.4,5053474
5.4,2855706
5.4,7118333
5.4,7118740
5.4,3104070
5.4,7791521
5.4,2857260
5.4,7127143
5.4,768700
5.4,1269089
5.4,770762
5.4,4296275
5.4,7137862
5.4,7138427
5.4,772761
5.4,1267004
5.4,12287859
5.4,766901
5.4,2859437
5.4,8158689
5.4,1282454
5.4,4342810
5.4,711707
5.4,5132220
5.4,718018
5.4,9585742
5.4,3042644
5.4,11983499
5.4,115654
5.4,11253838
5.4,7794722
5.4,9733804
5.4,2846232
5.4,2847012
5.4,9593506
5.4,2848780
5.4,4326628
5.4,10024928
5.4,4322962
5.4,11620890
5.4,179570
5.4,8164650
5.4,8164354
5.4,7793896
5.4,776096
5.4,10002341
5.4,3324624
5.4,7788053
5.4,915405
5.4,5119860
5.4,8109376
5.4,9967939
5.4,3887835
5.4,5117962
5.4,1241358
5.4,12779052
5.4,1241043
5.4,786647
5.4,2881621
5.4,7233155
5.4,5055357
5.4,2884941
5.4,867423
5.4,1236381
5.4,12728339
5.4,1234717
5.4,9962699
5.4,7257934
5.4,9960886
5.4,3097809
5.4,7207400
5.4,1247011
5.4,9706096
5.4,777487
5.4,11346068
5.4,7159530
5.4,778922
5.4,779348
5.4,10795484
5.4,914581
5.4,7163005
5.4,781589
5.4,8124261
5.4,7166134
5.4,9992646
5.4,7168930
5.4,10853428
5.4,3847836
5.4,8120073
5.4,4275806
5.4,12087154
5.4,1252532
5.4,12083374
5.4,3859035
5.4,785337
5.4,9616061
5.4,2839575
5.4,2839095
5.4,11651158
5.4,2838628
5.4,6851009
5.4,11721791
5.4,11718580
5.4,6852914
5.4,628837
5.4,7910469
5.4,6854573
5.4,1437069
5.4,2399398
5.4,2814052
5.4,9530421
5.4,633301
5.4,5150442
5.4,11208054
5.4,2817395
5.4,10856213
5.4,5147737
5.4,6878200
5.4,9545548
5.4,12686573
5.4,1397966
5.4,8283680
5.4,8299103
5.4,9529647
5.4,1446980
5.4,3128117
5.4,1484992
5.4,12562882
5.4,608778
5.4,10098885
5.4,12294523
5.4,11733906
5.4,6821372
5.4,2396360
5.4,3335364
5.4,11732508
5.4,8341173
5.4,6838917
5.4,6840017
5.4,617698
5.4,2810137
5.4,618588
5.4,4411709
5.4,1456417
5.4,1453261
5.4,11731390
5.4,8322262
5.4,2811852
5.4,11725348
5.4,12688562
5.4,6788233
5.4,2819776
5.4,7913087
5.4,9569017
5.4,689666
5.4,6958280
5.4,1325721
5.4,183897
5.4,6964190
5.4,693092
5.4,4351682
5.4,6968399
5.4,11242263
5.4,6952963
5.4,8229723
5.4,6976554
5.4,11658192
5.4,6981512
5.4,4349583
5.4,6983862
5.4,9576443
5.4,10038488
5.4,11654189
5.4,10788234
5.4,6996438
5.4,6974582
5.4,8242816
5.4,8242963
5.4,6940261
5.4,6892330
5.4,6895559
5.4,3701102
5.4,11216549
5.4,6899265
5.4,8270168
5.4,2824739
5.4,11431457
5.4,663874
5.4,12691992
5.4,1361906
5.4,2826673
5.4,1359333
5.4,2827009
5.4,6918408
5.4,2828325
5.4,8253330
5.4,1347303
5.4,680772
5.4,10046088
5.4,3737234
5.4,8251732
5.4,2830635
5.4,2820463
5.4,10265328
5.4,4642123
5.4,6334319
5.4,5620831
5.4,5621396
5.4,12951515
5.4,2000421
5.4,8824168
5.4,5626589
5.4,8823647
5.4,5641292
5.4,2562874
5.4,5662734
5.4,2003327
5.4,3455614
5.4,5672241
5.4,11379704
5.4,341262
5.4,5679797
5.4,10987085
5.4,1986176
5.4,1985797
5.4,10706583
5.4,5277812
5.4,10476054
5.4,337679
5.4,1981007
5.4,9337616
5.4,5617770
5.4,5574896
5.4,2039342
5.4,10516948
5.4,2038362
5.4,9303196
5.4,2035310
5.4,3440549
5.4,2034737
5.4,2033609
5.4,3442865
5.4,3450364
5.4,12317889
5.4,10501091
5.4,2274246
5.4,9221646
5.4,126466
5.4,889186
5.4,10496968
5.4,12371254
5.4,8835869
5.4,2009677
5.4,5003987
5.4,5595417
5.4,5008344
5.4,12385156
5.4,10991869
5.4,240306
5.4,5760395
5.4,9027433
5.4,11001667
5.4,1948837
5.4,5764380
5.4,1948040
5.4,11004386
5.4,3367633
5.4,5776797
5.4,2559772
5.4,11005524
5.4,11927095
5.4,11007926
5.4,12313277
5.4,5797904
5.4,8774999
5.4,8774184
5.4,5809627
5.4,8772839
5.4,10467228
5.4,239407
5.4,5781200
5.4,5754735
5.4,2651770
5.4,5753774
5.4,65834
5.4,8794247
5.4,7855281
5.4,2645756
5.4,5719116
5.4,12394102
5.4,10996299
5.4,9021887
5.4,12395933
5.4,11828180
5.4,5730770
5.4,13001817
5.4,12398225
5.4,2649738
5.4,8789689
5.4,2650123
5.4,10709234
5.4,2650609
5.4,12401060
5.4,366008
5.4,12920799
5.4,5749682
5.4,12402474
5.4,5570845
5.4,3438396
5.4,10954350
5.4,4901387
5.4,2591155
5.4,3389848
5.4,2193956
5.4,5355232
5.4,10912633
5.4,9254981
5.4,9255992
5.4,2596257
5.4,8956028
5.4,12991191
5.4,3276610
5.4,5379603
5.4,2164294
5.4,10668333
5.4,266729
5.4,3269317
5.4,2157820
5.4,2157376
5.4,12262578
5.4,2600225
5.4,5415787
5.4,5416459
5.4,3393763
5.4,2589057
5.4,5305730
5.4,3388835
5.4,3379813
5.4,884844
5.4,5316718
5.4,11913716
5.4,8997944
5.4,12325040
5.4,252677
5.4,124453
5.4,253109
5.4,4991750
5.4,2225003
5.4,7872279
5.4,10896992
5.4,3381579
5.4,3384695
5.4,2216700
5.4,5337824
5.4,2214221
5.4,120811
5.4,3387535
5.4,2210215
5.4,3388033
5.4,5348607
5.4,9007964
5.4,123900
5.4,2256738
5.4,5430226
5.4,2098970
5.4,2098576
5.4,10932344
5.4,10615786
5.4,5517044
5.4,5517755
5.4,5521008
5.4,5521151
5.4,2614872
5.4,2568138
5.4,2611691
5.4,10936106
5.4,2068912
5.4,11849309
5.4,8895816
5.4,10939840
5.4,3250383
5.4,11919731
5.4,2620896
5.4,2270094
5.4,5560917
5.4,3246443
5.4,8898713
5.4,10931438
5.4,2103727
5.4,12246617
5.4,4997103
